Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,BTC-USD,EURUSD=X,NQ=F,SPY,BTC-USD,EURUSD=X,NQ=F,SPY,BTC-USD,EURUSD=X,NQ=F,SPY,BTC-USD,EURUSD=X,NQ=F,SPY,BTC-USD,EURUSD=X,NQ=F,SPY
Date,,,,,,,,,,,,,,,,,,,,
2016-02-06,376.5220031738281,,,,386.6310119628906,,,,372.3869934082031,,,,386.5889892578125,,,,49249300,,,
2016-02-07,376.6199951171875,,,,380.8710021972656,,,,374.90301513671875,,,,376.5140075683594,,,,37076300,,,
2016-02-08,373.4469909667969,1.114504098892212,3964.25,157.1505584716797,379.8789978027344,1.1190000772476196,4046.0,157.74383272705154,373.3340148925781,1.108799934387207,3883.0,154.93001214482697,376.7569885253906,1.1147029399871826,4027.25,157.44720206557002,47671100,0.0,542371.0,191526700.0
2016-02-09,376.02899169921875,1.1189812421798706,3944.25,157.15904235839844,377.2460021972656,1.1313996315002441,4004.0,158.43883364400986,372.89801025390625,1.1164003610610962,3897.5,155.26903531074603,373.4230041503906,1.1190940141677856,3958.5,155.40464456115956,55318500,0.0,499993.0,184513100.0
2016-02-10,381.64898681640625,1.1289994716644287,3967.25,157.0234832763672,385.4830017089844,1.1309019327163696,4041.0,159.6254201070894,375.7829895019531,1.1166322231292725,3922.25,156.89634472430163,376.14599609375,1.1289994716644287,3954.5,157.98967678296572,85130896,0.0,426911.0,148214100.0
2016-02-11,379.65399169921875,1.128095269203186,3961.25,154.9808349609375,383.1300048828125,1.1368002891540527,3985.5,156.03178697912224,376.39898681640625,1.1276004314422607,3862.5,153.4806887336882,382.114013671875,1.1284006834030151,3963.0,154.5401114781624,74375600,0.0,504866.0,219058900.0
2016-02-12,384.26300048828125,1.1317979097366333,4006.25,158.1760711669922,384.9540100097656,1.133375644683838,4017.5,158.19301262102636,379.6000061035156,1.122999906539917,3953.0,155.91314554229416,379.6860046386719,1.131733775138855,3963.25,156.76068381067878,67042800,0.0,307347.0,127632400.0
2016-02-13,391.8599853515625,,,,391.8599853515625,,,,384.6409912109375,,,,384.6409912109375,,,,61911700,,,
2016-02-14,407.2300109863281,,,,407.2300109863281,,,,392.9320068359375,,,,392.9320068359375,,,,74469800,,,
2016-02-15,400.18499755859375,1.1225990056991577,,,410.3810119628906,1.1239490509033203,,,397.7489929199219,1.112999439239502,,,407.5679931640625,1.1225990056991577,,,74070496,0.0,,
2016-02-16,407.4880065917969,1.1174057722091675,4092.75,160.84579467773438,408.94500732421875,1.1192004680633545,4104.75,160.87121978852795,401.4320068359375,1.112999439239502,4021.5,159.02359276469468,401.4320068359375,1.117817997932434,4021.5,159.98978577206938,73093104,0.0,320588.0,120250700.0
2016-02-17,416.3219909667969,1.1147029399871826,4196.75,163.4732208251953,421.1669921875,1.1180005073547363,4211.5,163.84613981340942,406.78399658203125,1.1108001470565796,4068.25,161.8883151252854,407.656005859375,1.1146035194396973,4089.75,162.01545365258227,83193600,0.0,291649.0,136009500.0
2016-02-18,422.37298583984375,1.112297534942627,4155.0,162.80368041992188,425.9960021972656,1.115200161933899,4227.5,163.80378265499522,415.63800048828125,1.1074001789093018,4144.0,162.49009528814037,416.5719909667969,1.1121985912322998,4208.25,163.7444487476786,76752600,0.0,254579.0,102343000.0
2016-02-19,420.7850036621094,1.1110987663269043,4161.0,162.72731018066406,423.10400390625,1.1150000095367432,4175.0,162.87986082640418,417.60400390625,1.1067994832992554,4120.25,161.41362357970382,422.7300109863281,1.1110000610351562,4156.25,162.02385202747368,55711300,0.0,229019.0,114793000.0
2016-02-20,437.16400146484375,,,,441.9840087890625,,,,421.60101318359375,,,,421.60101318359375,,,,93992096,,,
2016-02-21,438.7980041503906,,,,448.0459899902344,,,,429.0769958496094,,,,437.77301025390625,,,,89820704,,,
2016-02-22,437.74798583984375,1.1123965978622437,4214.75,165.08352661132812,439.0450134277344,1.1124955415725708,4234.0,165.22760658577542,432.9169921875,1.1006003618240356,4146.5,164.24445894934865,438.989013671875,1.1123965978622437,4155.25,164.31226357245492,85385200,0.0,189979.0,103640300.0
2016-02-23,420.7359924316406,1.102803349494934,4159.25,162.9985809326172,439.8580017089844,1.1051994562149048,4216.5,164.69365762484952,417.8210144042969,1.0991994142532349,4154.5,162.87991314904843,438.2550048828125,1.1027060747146606,4207.25,164.42243914653608,85244896,0.0,227805.0,111455300.0
2016-02-24,424.9549865722656,1.1027060747146606,4208.5,163.74444580078125,425.54998779296875,1.1040000915527344,4218.5,164.0241350750713,413.9070129394531,1.0959985256195068,4084.75,160.45600501023247,420.95599365234375,1.1024993658065796,4156.5,161.5662784451217,67743696,0.0,336253.0,150812200.0
2016-02-25,424.54400634765625,1.1013944149017334,4244.25,165.7276611328125,427.718994140625,1.105000376701355,4247.75,165.73614479396866,420.4150085449219,1.0991994142532349,4170.25,163.43083919888306,425.0369873046875,1.1014914512634277,4214.5,164.19361862314082,70798000,0.0,265546.0,110728300.0
2016-02-26,432.1520080566406,1.1024993658065796,4230.0,165.34629821777344,432.1520080566406,1.107000470161438,4293.25,166.69388145415166,421.6199951171875,1.0926001071929932,4225.0,165.18526381863157,424.6289978027344,1.1024993658065796,4243.0,166.60066462560889,61486000,0.0,272803.0,129833700.0
2016-02-27,432.5190124511719,,,,434.2309875488281,,,,428.1029968261719,,,,432.8389892578125,,,,41893600,,,
2016-02-28,433.5039978027344,,,,435.6830139160156,,,,423.82000732421875,,,,432.5710144042969,,,,53033400,,,
2016-02-29,437.6969909667969,1.0923947095870972,4201.25,164.04953002929688,441.5069885253906,1.0962003469467163,4263.25,166.3124559970551,431.6929931640625,1.0864002704620361,4184.5,163.85459981909108,433.43798828125,1.0925976037979126,4225.25,165.3632171309299,60694700,0.0,250315.0,125918100.0
2016-03-01,435.12298583984375,1.0888975858688354,4337.75,167.90586853027344,439.65301513671875,1.0894005298614502,4338.75,167.99062756120264,432.3190002441406,1.0838005542755127,4180.25,164.8038742250029,437.9169921875,1.0886961221694946,4199.25,165.2784937604167,74895800,0.0,295763.0,141799700.0
2016-03-02,423.989013671875,1.0875948667526245,4329.25,168.66012573242188,435.9169921875,1.0879995822906494,4357.75,168.71097596245232,423.989013671875,1.0826002359390259,4299.25,167.17693367196088,435.1310119628906,1.0877013206481934,4334.5,167.59223210455698,74955296,0.0,265748.0,102415000.0
2016-03-03,421.6510009765625,1.086897373199463,4320.25,169.3212432861328,425.37298583984375,1.0937999486923218,4344.5,169.3381976774874,419.4110107421875,1.0855995416641235,4293.5,167.90585551969394,423.9119873046875,1.0870037078857422,4326.75,168.4821755016354,100484000,0.0,202256.0,95172200.0
2016-03-04,410.9389953613281,1.094894528388977,4322.5,169.87213134765625,425.1780090332031,1.1040000915527344,4355.0,170.65187812981827,410.9389953613281,1.090800404548645,4298.0,168.68558264855903,421.83599853515625,1.0947985649108887,4323.0,169.51616673792708,90856096,0.0,289076.0,129293600.0
2016-03-05,400.57000732421875,,,,411.2569885253906,,,,394.0350036621094,,,,410.781005859375,,,,135384992,,,
2016-03-06,407.7070007324219,,,,411.9070129394531,,,,395.77801513671875,,,,400.5249938964844,,,,91212496,,,
2016-03-07,414.3210144042969,1.0993964672088623,4300.0,170.0077362060547,415.9169921875,1.0999042987823486,4330.0,170.4145639772772,406.3089904785156,1.0941996574401855,4268.75,168.8720377759822,407.7569885253906,1.0993964672088623,4321.0,168.94831313343246,85762400,0.0,246815.0,100219000.0
2016-03-08,413.97198486328125,1.1016006469726562,4270.5,168.1515655517578,416.2430114746094,1.1060001850128174,4308.75,169.43982717435154,411.093994140625,1.1006003618240356,4251.5,167.99054416478884,414.4649963378906,1.1013944149017334,4301.0,168.93131203845826,70311696,0.0,293547.0,123974900.0
2016-03-09,414.8599853515625,1.1004005670547485,4294.5,168.98220825195312,416.0320129394531,1.1015156507492065,4299.0,169.3296891630479,411.6059875488281,1.0947985649108887,4256.75,168.1770364359287,413.8940124511719,1.1001946926116943,4271.0,168.96525386308696,70012304,0.0,238221.0,94801200.0
2016-03-10,417.1310119628906,1.0989010334014893,4285.0,169.11776733398438,417.5119934082031,1.1160004138946533,4347.5,170.4145126823703,413.2510070800781,1.0827666521072388,4229.75,167.28709464415917,414.7439880371094,1.0986958742141724,4295.25,169.47374475975724,81022896,0.0,392234.0,156838700.0
2016-03-11,421.69000244140625,1.1178430318832397,4352.75,171.84690856933594,423.9259948730469,1.12100088596344,4361.25,171.8892880825358,417.01300048828125,1.1083770990371704,4282.5,169.10089199478227,417.2380065917969,1.1179054975509644,4287.25,170.57560076780948,73969696,0.0,156647.0,137964500.0
2016-03-12,411.6239929199219,,,,421.7950134277344,,,,410.093994140625,,,,421.6050109863281,,,,92712896,,,
2016-03-13,414.06500244140625,,,,416.60400390625,,,,411.6419982910156,,,,411.64801025390625,,,,74322800,,,
2016-03-14,416.43798828125,1.1167943477630615,4366.0,171.62652587890625,416.6839904785156,1.1168005466461182,4378.25,172.08419092432308,414.20098876953125,1.1095995903015137,4340.5,171.00782646841748,414.20098876953125,1.1162956953048706,4352.75,171.3383659268879,95259400,0.0,106669.0,73612000.0
2016-03-15,416.8299865722656,1.1101982593536377,4364.5,171.34683227539062,418.1310119628906,1.112999439239502,4372.0,171.65194660867266,414.9849853515625,1.1074001789093018,4338.0,170.3975934306951,416.38800048828125,1.1101982593536377,4364.75,170.6603282586084,66781700,0.0,71625.0,93169100.0
2016-03-16,417.010986328125,1.1109012365341187,4397.5,172.3384552001953,417.6860046386719,1.1110987663269043,4416.5,172.74528294364353,415.9119873046875,1.1057995557785034,4349.0,170.82136715403325,416.88800048828125,1.1110000610351562,4366.25,170.863746660527,65185800,0.0,65619.0,129303200.0
2016-03-17,420.6210021972656,1.1218937635421753,4402.25,173.4318084716797,420.99700927734375,1.1344043016433716,4422.0,173.94032381539466,417.8890075683594,1.1207997798919678,4369.0,171.85538633458188,417.8890075683594,1.1217050552368164,4396.75,172.25373046665146,83528600,0.0,51815.0,134278500.0
2016-03-18,409.5480041503906,1.1317979097366333,4414.25,174.1134033203125,420.5469970703125,1.1339025497436523,4418.25,174.45416218595682,406.1369934082031,1.1258002519607544,4394.0,173.619293865746,420.5469970703125,1.1315417289733887,4404.75,173.93449646642287,104940000,0.0,240454.0,138372400.0
2016-03-19,410.4440002441406,,,,410.9840087890625,,,,407.2300109863281,,,,409.2650146484375,,,,58423000,,,
2016-03-20,413.7550048828125,,,,414.625,,,,410.4010009765625,,,,410.4010009765625,,,,45947900,,,
2016-03-21,413.3070068359375,1.1279042959213257,4416.25,174.36038208007812,413.4179992675781,1.1289994716644287,4421.25,174.5904013722593,410.3810119628906,1.1238000392913818,4376.75,173.61922469307606,413.4179992675781,1.1275991201400757,4394.75,173.84924398525723,61655400,0.0,169724.0,72926700.0
2016-03-22,418.0889892578125,1.1235954761505127,4434.5,174.26663208007812,418.375,1.126199722290039,4440.5,174.83740997309445,412.531005859375,1.1191942691802979,4383.75,173.42324986461207,413.1319885253906,1.1236965656280518,4416.0,173.58510177528976,66813300,0.0,190219.0,97471900.0
2016-03-23,418.0409851074219,1.122296690940857,4395.5,173.11660766601562,419.26800537109375,1.122296690940857,4441.25,174.07074254561834,417.364013671875,1.1165997982025146,4383.25,172.94621529541845,418.1610107421875,1.122296690940857,4434.75,173.8833213372517,61444200,0.0,212040.0,81052500.0
2016-03-24,416.3940124511719,1.118105411529541,4397.25,173.0399169921875,418.67999267578125,1.1190000772476196,4401.0,173.07400066419757,415.4859924316406,1.1149640083312988,4365.0,171.86429029008303,418.42401123046875,1.1182055473327637,4395.0,172.08578216169988,68346704,0.0,196013.0,84360900.0
2016-03-25,417.177001953125,1.1167943477630615,,,418.0799865722656,1.1177055835723877,,,415.5580139160156,1.1156729459762573,,,416.50799560546875,1.1166945695877075,,,52560000,0.0,,
2016-03-26,417.94500732421875,,,,418.98699951171875,,,,416.2590026855469,,,,417.364990234375,,,,44650400,,,
2016-03-27,426.7650146484375,,,,428.7969970703125,,,,417.71099853515625,,,,418.1400146484375,,,,71229400,,,
2016-03-28,424.2309875488281,1.1159967184066772,4389.5,173.1421356201172,426.85699462890625,1.1218056678771973,4425.75,173.67031548511676,423.2929992675781,1.115536093711853,4381.5,172.69062450988648,426.5480041503906,1.1159967184066772,4401.5,173.45733805579619,68522800,0.0,133720.0,62408200.0
2016-03-29,416.5159912109375,1.1202723979949951,4458.25,174.74371337890625,426.2030029296875,1.122399926185608,4463.5,174.8544657995421,412.6809997558594,1.1170001029968262,4374.0,172.42651795664,424.3039855957031,1.1200968027114868,4389.75,172.73320596838437,75411504,0.0,229527.0,92922900.0
2016-03-30,414.8160095214844,1.12920343875885,4482.0,175.5104522705078,416.8340148925781,1.1361995935440063,4510.25,176.2345677665276,412.4960021972656,1.1287955045700073,4456.5,175.14412431442966,416.8340148925781,1.1290122270584106,4460.75,175.74898596320978,66034100,0.0,222490.0,86365300.0
2016-03-31,416.72900390625,1.1334655284881592,4476.25,175.08445739746094,418.3689880371094,1.1410002708435059,4495.5,175.84265639016868,415.2569885253906,1.1311999559402466,4462.25,174.9225925002916,415.2569885253906,1.1334012746810913,4480.25,175.41670160776863,60215200,0.0,190526.0,94584100.0
2016-04-01,417.9599914550781,1.1379671096801758,4528.5,176.27716064453125,418.1730041503906,1.1437996625900269,4529.5,176.46458182598812,415.83099365234375,1.1341983079910278,4441.5,173.77254394607206,416.760009765625,1.1379023790359497,4477.75,174.08775938712822,51235700,0.0,245916.0,114423500.0
2016-04-02,420.87298583984375,,,,422.08099365234375,,,,418.4219970703125,,,,418.4219970703125,,,,45681200,,,
2016-04-03,420.90399169921875,,,,421.5799865722656,,,,419.6969909667969,,,,421.1730041503906,,,,38053700,,,
2016-04-04,421.4440002441406,1.1390039920806885,4500.25,175.70640563964844,422.3429870605469,1.1412007808685303,4543.75,176.40497795255345,419.60101318359375,1.1359995603561401,4495.25,175.39971757529472,421.29901123046875,1.1397050619125366,4526.75,176.20051490994678,50634300,0.0,189635.0,63497000.0
2016-04-05,424.0299987792969,1.1389002799987793,4469.5,173.95147705078125,424.2569885253906,1.140706181526184,4501.5,175.71492370810827,420.614013671875,1.134000301361084,4456.5,173.69590149199263,421.0169982910156,1.1387057304382324,4499.75,174.3603901453753,60718000,0.0,218944.0,99662200.0
2016-04-06,423.4129943847656,1.138200283050537,4535.0,175.85122680664062,424.5270080566406,1.142799735069275,4537.75,175.9108667347412,422.72900390625,1.133144497871399,4467.25,173.77256472671314,424.28399658203125,1.138096570968628,4476.0,173.95147151190238,59091000,0.0,241958.0,91839800.0
2016-04-07,422.7449951171875,1.1404979228973389,4470.25,173.7469940185547,423.6570129394531,1.145304799079895,4539.5,175.1185692605372,420.51800537109375,1.134000301361084,4450.75,173.01435110049363,423.6199951171875,1.1399649381637573,4533.5,174.76076871903456,57858600,0.0,260817.0,113859000.0
2016-04-08,420.3489990234375,1.1373976469039917,4467.25,174.21554565429688,425.3609924316406,1.14199960231781,4509.75,175.36562902818736,419.635009765625,1.1350003480911255,4451.5,173.6788383465998,422.9070129394531,1.1369062662124634,4467.5,174.93114673181876,63454700,0.0,232565.0,95040600.0
2016-04-09,419.4110107421875,,,,420.8909912109375,,,,416.5150146484375,,,,420.8110046386719,,,,49792700,,,
2016-04-10,421.5639953613281,,,,422.43499755859375,,,,419.2569885253906,,,,419.5920104980469,,,,73478600,,,
2016-04-11,422.4830017089844,1.1403028964996338,4451.5,173.80662536621094,422.739013671875,1.1450005769729614,4509.75,175.553042898585,420.5329895019531,1.1374363899230957,4446.0,173.71291477669493,421.87200927734375,1.140706181526184,4470.0,174.8544706859911,50747500,0.0,243297.0,83757500.0
2016-04-12,425.19000244140625,1.141291856765747,4490.0,175.4252471923828,427.2770080566406,1.1463998556137085,4497.5,175.70637895860986,422.8429870605469,1.1353057622909546,4426.5,173.5340065825722,422.8429870605469,1.1412137746810913,4447.0,173.97700327472793,70728800,0.0,252487.0,115350600.0
2016-04-13,423.7340087890625,1.138498306274414,4547.75,177.19723510742188,426.6579895019531,1.1393024921417236,4553.75,177.2824312854836,422.9159851074219,1.1273995637893677,4486.75,176.20901663799754,425.6319885253906,1.1386020183563232,4489.0,176.3453253232516,69060400,0.0,228380.0,96336400.0
2016-04-14,424.2820129394531,1.1279042959213257,4546.25,177.2057342529297,425.3710021972656,1.1293998956680298,4563.25,177.70837086159483,423.01300048828125,1.1236006021499634,4530.5,176.85646115084722,423.93499755859375,1.128006100654602,4546.5,177.25685975482745,45281000,0.0,163850.0,65212900.0
2016-04-15,429.7130126953125,1.1270017623901367,4538.5,177.00975036621094,429.9280090332031,1.1318004131317139,4554.5,177.34199454279297,424.427001953125,1.124758243560791,4523.0,176.6860206047336,424.427001953125,1.1265066862106323,4548.75,177.20568590647545,54801500,0.0,171811.0,75761600.0
2016-04-16,430.5719909667969,,,,432.625,,,,428.9840087890625,,,,429.57501220703125,,,,39392800,,,
2016-04-17,427.39898681640625,,,,431.3710021972656,,,,426.0790100097656,,,,430.635986328125,,,,52125900,,,
2016-04-18,428.59100341796875,1.1299946308135986,4546.5,178.2535858154297,429.27398681640625,1.133199691772461,4561.25,178.28765648296246,427.08599853515625,1.1274974346160889,4501.0,176.34530345584142,427.6109924316406,1.130096673965454,4518.75,177.00979196516653,55670900,0.0,179869.0,82531000.0
2016-04-19,435.5090026855469,1.1309019327163696,4526.75,178.8158416748047,436.0199890136719,1.1386020183563232,4584.5,179.0714171858337,428.10400390625,1.1305055618286133,4506.75,177.99801563844437,428.7030029296875,1.1310042142868042,4545.5,178.67954600148494,52810500,0.0,256892.0,88316100.0
2016-04-20,441.3890075683594,1.1359634399414062,4535.75,178.9862518310547,443.0539855957031,1.1385993957519531,4556.0,179.68481109835025,434.406005859375,1.1322002410888672,4509.0,178.3813901613822,435.3240051269531,1.1358860731124878,4528.25,178.8584575632644,72890096,0.0,193071.0,81100300.0
2016-04-21,449.42498779296875,1.1305055618286133,4497.75,178.02357482910156,450.5480041503906,1.1393998861312866,4551.75,179.11401822832732,440.9519958496094,1.1278001070022583,4488.0,177.75095747973978,441.4159851074219,1.1305055618286133,4533.25,179.00326580526027,68204704,0.0,239652.0,85695000.0
2016-04-22,445.73699951171875,1.12920343875885,4465.75,178.02357482910156,449.80999755859375,1.1309019327163696,4501.75,178.29617917935266,444.1499938964844,1.1239995956420898,4431.0,177.12055260778433,449.68798828125,1.1293054819107056,4488.25,177.66577430739721,58804400,0.0,285544.0,99251700.0
2016-04-23,450.2820129394531,,,,450.2820129394531,,,,444.33099365234375,,,,445.8609924316406,,,,50485400,,,
2016-04-24,458.55499267578125,,,,460.14599609375,,,,448.9280090332031,,,,450.55999755859375,,,,68198400,,,
2016-04-25,461.4259948730469,1.123406171798706,4472.25,177.71688842773438,466.6199951171875,1.1279042959213257,4479.75,177.7594865138486,453.5920104980469,1.1226998567581177,4436.0,176.8053387815109,459.1210021972656,1.1233052015304565,4477.0,177.41871482404557,87091800,0.0,172474.0,66166500.0
2016-04-26,466.0889892578125,1.1269001960754395,4452.5,177.98097229003906,467.9649963378906,1.1339025497436523,4489.75,178.49212330774736,461.6210021972656,1.1257964372634888,4407.0,177.50390493970355,461.64801025390625,1.1266716718673706,4472.25,178.0831972939366,78971904,0.0,212776.0,75864200.0
2016-04-27,444.68701171875,1.1299052238464355,4423.75,178.3472900390625,467.0790100097656,1.134000301361084,4433.75,178.7391611977084,444.1340026855469,1.1291996240615845,4372.25,177.23980489665044,466.2619934082031,1.1298030614852905,4405.0,177.5976053889787,93564896,0.0,306378.0,77329400.0
2016-04-28,449.010986328125,1.132900595664978,4382.0,176.72869873046875,449.5509948730469,1.1366000175476074,4442.25,178.69660843693498,436.6499938964844,1.1299052238464355,4346.25,176.31127121643829,445.0379943847656,1.1327978372573853,4432.0,177.58913601275276,74064704,0.0,306766.0,97216200.0
2016-04-29,455.09698486328125,1.135589361190796,4331.5,175.7745361328125,455.3840026855469,1.1460003852844238,4391.25,176.45606651656496,446.0169982910156,1.1357957124710083,4296.75,174.66705088410362,449.4079895019531,1.1357957124710083,4383.5,176.1067804075141,49258500,0.0,402426.0,142424100.0
2016-04-30,448.3179931640625,,,,455.5870056152344,,,,447.6969909667969,,,,455.1780090332031,,,,69322600,,,
2016-05-01,451.875,,,,452.47900390625,,,,447.927001953125,,,,448.4840087890625,,,,40660100,,,
2016-05-02,444.66900634765625,1.146302580833435,4369.0,177.171630859375,452.44500732421875,1.15280020236969,4378.5,177.35052458608726,441.7760009765625,1.1450163125991821,4318.0,175.84265403593693,451.9330139160156,1.1461974382400513,4337.0,176.2771232284892,92127000,0.0,221470.0,62188000.0
2016-05-03,450.3039855957031,1.1524986028671265,4334.5,175.62973022460938,451.09698486328125,1.1613997220993042,4374.5,176.17495198514104,442.61700439453125,1.1503998041152954,4319.5,174.8800454292113,444.72698974609375,1.1526048183441162,4372.0,175.93641827735294,59366400,0.0,270601.0,106422100.0
2016-05-04,446.72198486328125,1.1504037380218506,4309.75,174.6499786376953,450.37799072265625,1.15280020236969,4342.0,175.36559256553545,445.6300048828125,1.146999478340149,4292.25,174.1473551043559,450.1830139160156,1.150244951248169,4335.5,174.63294980542213,50407300,0.0,235256.0,92243800.0
2016-05-05,447.97601318359375,1.1493064165115356,4300.25,174.6158905029297,448.5060119628906,1.1495997905731201,4342.5,175.47631441454553,445.88299560546875,1.1390001773834229,4292.5,174.1899357547641,446.71099853515625,1.1491215229034424,4308.25,175.11851398597932,50440800,0.0,221674.0,67619200.0
2016-05-06,459.6029968261719,1.1406019926071167,4328.25,175.25489807128906,461.375,1.1471836566925049,4333.75,175.29749616426528,447.0679931640625,1.1393284797668457,4271.0,173.687387043022,447.9419860839844,1.140198826789856,4299.25,173.84072457880094,72796800,0.0,262686.0,89315000.0
2016-05-07,458.5360107421875,,,,460.67498779296875,,,,457.3240051269531,,,,459.6390075683594,,,,38364500,,,
2016-05-08,458.5480041503906,,,,459.4169921875,,,,455.9830017089844,,,,458.4289855957031,,,,40315000,,,
2016-05-09,460.4830017089844,1.1387965679168701,4335.75,175.399658203125,462.4809875488281,1.142999529838562,4356.5,175.8341273975962,456.531005859375,1.1375994682312012,4318.0,174.94814717776038,458.20599365234375,1.1387965679168701,4329.75,175.127053904371,55493100,0.0,206931.0,74374900.0
2016-05-10,450.8949890136719,1.1387965679168701,4392.0,177.58056640625,461.9289855957031,1.1405993700027466,4398.75,177.5976082392371,448.9540100097656,1.1361995935440063,4323.75,176.03861199821603,460.51800537109375,1.1383687257766724,4334.75,176.1067663310547,58956100,0.0,204247.0,77472200.0
2016-05-11,452.7279968261719,1.1374363899230957,4351.5,175.91937255859375,454.57598876953125,1.1445995569229126,4403.0,177.65726281970865,450.864013671875,1.1373976469039917,4350.75,175.91937255859375,450.864013671875,1.1375011205673218,4394.25,177.12056848858697,50605200,0.0,208025.0,81727000.0
2016-05-12,454.7659912109375,1.142700433731079,4334.75,175.970458984375,454.9490051269531,1.143105387687683,4381.75,176.76274173534193,449.25,1.1379995346069336,4305.75,174.95668439935457,452.4469909667969,1.1425960063934326,4352.5,176.5923494024132,59849300,0.0,262049.0,89586300.0
2016-05-13,455.6700134277344,1.1376951932907104,4324.0,174.43702697753906,457.05499267578125,1.1380059719085693,4360.5,176.22604256241553,453.4530029296875,1.1283994913101196,4303.75,174.1133101281779,454.8500061035156,1.1375269889831543,4337.25,175.672306452345,60845000,0.0,249877.0,96474600.0
2016-05-14,455.6709899902344,,,,456.83599853515625,,,,454.7860107421875,,,,455.822998046875,,,,37209000,,,
2016-05-15,457.5679931640625,,,,458.6919860839844,,,,455.4590148925781,,,,455.7590026855469,,,,28514000,,,
2016-05-16,454.1629943847656,1.1316953897476196,4375.25,176.15789794921875,458.20001220703125,1.1344043016433716,4392.0,176.63496533175538,452.94500732421875,1.1305439472198486,4305.5,174.54778903360196,457.58599853515625,1.1316953897476196,4316.0,174.60742895597465,59171500,0.0,197887.0,77486800.0
